GROUP,IPAddress,IP_COUNTRY,IP_STATE,IPC_DISEASE_death,IPS_DISEASE,IPC_COVID,IPS_COVID,Participant_Sex,Age,Income,Ethnicity,Ethnicity_Other,BORN_COUNTRY,BC_DISEASE,BORN_STATE,BS_DISEASE,GROW_COUNTRY,GC_DISEASE,GROW_STATE,GS_DISEASE,RESIDE_COUNTRY,RC_DISEASE,RESIDE_STATE,RS_DISEASE,Employed,Independent_support,weekly_income,weekly_fhelp,weekly_expenses,weekly_goodlife,LRB1,LRB2,LRB3,LRB4,LRB5,LRB6,LRB7,LRB8,LRB9,LRB10,LRB11,LRB12,General_Health,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,ATT_1,MacLadd1,MacLadd2,BarImp1,BarImp2,BarImp3,BarImp4,BarImp5,BarImp6,BarImp7,BarImp8,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7,Risk8,Risk9,Risk10,Risk11,Risk12,Risk13,Risk14,Risk15,Risk16,Risk17,Risk18,Risk19,Risk20,Risk21,Risk22,Risk23,Risk24,Risk25,Risk26,Risk27,Risk28,Risk29,Risk30,Risk31,Risk32,Risk33,Risk34,ATC1,ATC2,ATC3,ATC4,ATC5,ATC6,ATC7,ATC8,ATC9,Imm1,Imm2,Imm3,Imm4,Imm5,Imm6,Imm7,Imm8,Imm9,ATT_2,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21,ATT_3_A,PVD1,PVD2,PVD3,PVD4,PVD5,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11,PVD12,PVD13,PVD14,PVD15,ATT_3,COR_PVD1,COR_PVD2,COR_PVD3,COR_PVD4,COR_PVD5,COR_PVD6,COR_PVD7,COR_PVD8,COR_PVD9,COR_PVD10,COR_PVD11,COR_PVD12,COR_PVD13,COR_PVD14,COR_PVD15,CORexp1,CORexp2,CORexp3,CORexp4,CORexp9,CORexp10,CORexp11,CORexp12,CORexp13,CORexp14,CORexp15,CORexp16,CORexp17,CORexp18,CORexp19,CORexp20,CORexp21,CORexp22,CORexp23,CORexp24,CORexp25,CORexp26,CORexp27,CORexp28,CORexp29,CORexp30,CORexp31,mTurkCode,cov_intx,GENHEALTH,SOIR6rc,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,PVD3rc,PVD5rc,PVD11rc,PVD12rc,PVD13rc,PVD14rc,INFECTIABILITY_MEAN,GERM_AVERSION_MEAN,TOTAL_PVD,SEX_DISGUST,MORAL_DISGUST,PATH_DISGUST,TOTAL_INF,SEX,RC,US_RESIDE_COUNTRY,IN_RESIDE_COUNTRY,BR_RESIDE_COUNTRY,IT_RESIDE_COUNTRY,INUS,Density_km,filter_$,sexd_sex,pathd_sex,morald_sex
2,106.220.6.166,India,Telangana,154.3841971,125.1970491, , ,Female,27, , , ,India,274.4381683, , ,India,343.0828178, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Excellent,10,20,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,5,5,6,5, ,7,6,1,6,1,6,6,6,7,6,2,1,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5, , , , , ,7,7,6,7,6,6,6.285714286,6.5,6.392857143,5.857142857,5.571428571,5.428571429,26.66666667,0,2,0,1,0,0,1, ,1,0,0,0
2,117.206.128.57,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,28, , , ,India,281.9960662, , ,India,356.1492635, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Excellent,51,52,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,8,9,8,7,9,7,9,6,5,6,6,5,5,5,6,4,6,5,4,6,5,6,4,5,6,5,5,6, ,7,6,2,5,2,7,6,7,6,6,1,2,1,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,3,8.333333333,6.666666667,8.333333333,7.777777778,6,6,7,6,7,6,6.285714286,6.25,6.267857143,5.142857143,5.428571429,5.285714286,52.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.219.116,India,Kerala,154.3841971,68.58368687, , ,Female,23, , , ,India,238.9150945, , ,India,304.572721, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Good,54,42,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,6,5,7,5,7,6,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,5,6,5,6,5,6, ,6,7,2,6,4,7,6,7,6,7,2,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,4.666666667,6,4.555555556,6,4,6,7,6,7,6.571428571,6,6.285714286,5.428571429,5.428571429,5.571428571,49.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.219.206,India,Kerala,154.3841971,68.58368687, , ,Female,23, , , ,India,238.9150945, , ,India,304.572721, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Good,53,52,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,8,3,6,7,6,4,4,4,4,5,5,4,5,4,4,4,3,4,3,4,4,5,4,3,4,4,4, ,5,6,3,5,2,5,6,5,5,5,3,2,4,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,4,2.333333333,5,5.666666667,4.333333333,5,6,5,6,4,5,5.428571429,5.125,5.276785714,4,4.285714286,3.857142857,55.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,117.213.37.184,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,26, , , ,India,264.4713877, , ,India,329.5915419, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,88,77,66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,9,8,5,9,4,8,6,4,3,5,6,5,6,5,6,5,3,5,6,5,5,6,5,6,5,6,5, ,6,7,2,4,2,6,7,6,4,7,4,5,6,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,5,8,7.333333333,7,7.444444444,6,6,4,3,2,5,5.714285714,4.875,5.294642857,4.857142857,5.571428571,5,77,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.220.199,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,25, , , ,India,253.672986, , ,India,318.2551787, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Good,49,44,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,9,1,8,7,8,6,4,5,4,5,6,6,5,5,6,5,6,5,6,4,4,5,5,6,5,6,5, ,6,7,2,7,2,6,7,6,6,7,2,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,2,2,4,7,4.333333333,6,6,6,7,6,7,6.571428571,6.25,6.410714286,5.285714286,5,5.142857143,49.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.220.30,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,24, , , ,India,244.2724914, , ,India,307.3368317, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Good,55,59,66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,7,3,7,6,4,4,4,5,4,5,5,5,6,5,5,6,5,5,5,6,5,6,5,4,5,6,4, ,5,6,2,6,2,5,6,6,5,6,3,2,3,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,2.666666667,4.333333333,4.666666667,3.888888889,6,6,5,6,5,6,5.857142857,5.625,5.741071429,5.285714286,5.285714286,4.571428571,60,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.223.21,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,24, , , ,India,244.2724914, , ,India,307.3368317, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,31,47,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,3,8,5,7,6,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5, ,5,6,3,6,3,5,6,5,6,5,3,2,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2,2,4.333333333,6,4.111111111,5,5,5,6,5,6,5.428571429,5.375,5.401785714,4.571428571,4.571428571,4.571428571,37.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.229.90,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,23, , , ,India,238.9150945, , ,India,304.572721, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Good,66,55,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,7,7,8,7,8,7,7,4,2,1,2,4,5,2,2,3,2,3,3,3,2,5,4,5,6,5,6,5, ,5,6,2,6,3,5,6,6,6,5,3,3,2,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,7.333333333,6,7.333333333,6.888888889,6,5,5,5,6,5,5.285714286,5.75,5.517857143,3.428571429,3.142857143,4,63.66666667,0,2,0,1,0,0,1, ,1,0,0,0
2,122.164.232.172,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,24, , , ,India,244.2724914, , ,India,307.3368317, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Excellent,52,50,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3,9,8,9,8,7,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5, ,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,1,2.666666667,6,7.666666667,5.444444444,7,7,7,6,7,6,6.571428571,6.625,6.598214286,5.428571429,5.428571429,5.428571429,48.66666667,0,2,0,1,0,0,1, ,1,0,0,0
2,122.183.153.247,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,31, , , ,India,304.572721, , ,India, , , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,65,70,76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,8,9,8,8,9,8,5,6,5,6,5,6,5,4,5,6,6,5,5,6,5,5,6,5,6,5,5, ,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2,5.666666667,6.333333333,8.333333333,6.777777778,7,7,7,6,7,6,6.571428571,6.625,6.598214286,5.428571429,5.428571429,5.142857143,70.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,157.51.233.214,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,24, , , ,India,244.2724914, , ,India,307.3368317, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,73,38,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,7,6,5,7,7,4,5,5,5,4,4,5,5,4,4,5,5,2,4,3,4,5,4,3,2,4,5,5, ,5,3,4,6,3,5,3,5,6,5,3,6,4,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,3,6.333333333,4.666666667,5.333333333,5.444444444,4,5,5,2,4,5,4.285714286,4.875,4.580357143,4,4.142857143,4.285714286,57,0,2,0,1,0,0,1, ,1,0,0,0
2,171.61.248.109,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,24, , , ,India,244.2724914, , ,India,307.3368317, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,32,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4, ,3,4,4,5,3,5,4,5,4,5,4,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,5,2,4,5,3.666666667,4,5,4,5,4,4,4.714285714,4,4.357142857,3.571428571,3.428571429,3.428571429,27.33333333,0,2,0,1,0,0,1, ,1,0,0,0
2,42.106.84.92,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,25, , , ,India,253.672986, , ,India,318.2551787, , ,India,154.3841971, , , , , , , , , , , , , , , , , , , , ,Very good,71,62,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,7,8,6,5,6,4,6,5,4,4,5,4,4,5,5,4,3,4,5,4,3,4,4,5,3,5, ,7,6,1,7,3,5,6,6,4,5,3,4,3,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2,2,5.666666667,5.666666667,4.444444444,7,5,5,4,5,5,5.142857143,5.875,5.508928571,4.285714286,4.142857143,4.428571429,61.66666667,0,2,0,1,0,0,1, ,1,0,0,0
2,157.50.241.41,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,30, , , ,India,39.99624008, , ,United States of America,42.58410016, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,65,75,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,8,8,7,8,7,8,7,5,6,5,4,5,6,5,5,6,5,4,5,6,5,5,4,3,5,4,3,5, ,6,6,3,6,3,6,7,6,7,6,2,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2,7.333333333,5.666666667,7.333333333,6.777777778,5,5,6,7,6,7,6.142857143,6.125,6.133928571,4.428571429,4.714285714,5.285714286,71.33333333,0,4,1,0,0,0,0, ,1,0,0,0
2,157.51.95.220,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,30, , , ,India,39.99624008, , ,Germany,42.58410016, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,62,79,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,7,8,7,8,8,7,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5, ,6,7,2,7,2,6,7,6,7,6,2,1,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2,7.333333333,5.666666667,7.666666667,6.888888889,6,6,6,7,6,6,6.285714286,6.5,6.392857143,5.428571429,5.428571429,5.428571429,72.66666667,0,4,1,0,0,0,0, ,1,0,0,0
2,61.2.35.143,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,23, , , ,India,37.89367523, , ,United States of America,41.04170549, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Excellent,65,67,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,8,7,5,7,7,5,3,5,4,3,4,4,5,4,5,4,4,4,3,4,5,5,5,3,4,4,3,4, ,5,4,5,3,4,6,5,4,3,3,2,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,3,6.666666667,5,5,5.555555556,3,4,6,5,4,4,4.285714286,4.125,4.205357143,4,4.285714286,4,60.66666667,0,4,1,0,0,0,0, ,1,0,0,0
2,117.242.221.18,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,23, , , ,India,37.89367523, , ,United States of America,41.04170549, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,45,32,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7,2,7,2,1,1,5,5,5,5,1,2,3,2,3,4,5,2,4,4,6,0,6,5,3,4,2, ,7,4,3,7,5,3,2,5,5,2,2,6,5,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,1,4,1.333333333,2.111111111,5,3,6,2,3,5,3.428571429,4.5,3.964285714,3.857142857,3.428571429,3.571428571,44,0,4,1,0,0,0,0, ,1,0,0,0
2,157.46.39.176,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,30, , , ,India,39.99624008, , ,United States of America,42.58410016, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,71,82,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,8,8,9,7,8,9,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5, ,6,7,2,6,1,6,7,6,7,6,2,1,1,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,7.333333333,6.666666667,8.333333333,7.444444444,6,7,6,7,7,6,6.428571429,6.5,6.464285714,5.428571429,5.428571429,5.428571429,75.66666667,0,4,1,0,0,0,0, ,1,0,0,0
2,213.213.152.174,India,Delhi,154.3841971,89.25451045, , ,Female,24, , , ,India,37.97878189, , ,United States of America,46.20568648, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Fair,31,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,8,9,9,1,2,3,2,1,2,6,4,1,3,2,0,2,3,2,4,2,0,2,1,1,2,2,1,5, ,7,4,2,3,4,3,4,5,3,5,7,6,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,9,6,9,2.333333333,5.777777778,6,4,1,2,3,4,3.857142857,3.75,3.803571429,1,2.142857143,3.428571429,16.33333333,0,4,1,0,0,0,0, ,1,0,0,0
2,137.97.84.245,India,Kerala,154.3841971,68.58368687, , ,Female,26, , , ,India,39.49377841, , ,United States of America,50.07039012, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,0,4,1,0,0,0,0, ,1,0,0,0
2,157.46.42.140,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,30, , , ,India,39.99624008, , ,United States of America,42.58410016, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,77,75,76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,5,6,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4, ,5,4,3,4,3,5,6,5,6,6,4,3,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,4,6.333333333,5.666666667,5.333333333,5.777777778,5,5,4,5,4,5,5,4.75,4.875,4.428571429,4.571428571,4.285714286,76,0,4,1,0,0,0,0, ,1,0,0,0
2,157.50.214.117,India,Tamil Nadu,154.3841971,116.1455031, , ,Female,27, , , ,India,39.40314152, , ,United States of America,48.24363521, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,53,33,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,7,5,4,4,6,5,4,4,3,3,4,4,3,3,4,3,2,3,3,4,3,3,4,5,4,3,3,2, ,4,5,4,3,4,3,3,4,5,4,4,5,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,6,6,5,5,5.333333333,4,4,4,3,4,4,3.857142857,4,3.928571429,3.571428571,3.428571429,3,41.33333333,0,4,1,0,0,0,0, ,1,0,0,0
2,184.56.50.220,Italy, ,27.01103785, , , ,Female,26, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,0, ,0,0,0,0, , ,1,0,0,0
2,73.161.11.45,Italy, ,27.01103785, , , ,Female,26, , , ,India,39.49377841, , ,United States of America,50.07039012, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,19,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,5,1,9,1,1,1,6,3,6,6,0,2,4,3,3,6,6,6,6,2,4,6,6,6,6,2,3, ,7,4,3,6,6,1,4,1,1,1,7,7,4,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,1,2,2.333333333,1,1.777777778,5,2,1,1,4,2,1.714285714,3.75,2.732142857,3.142857143,5.714285714,4.285714286,6.333333333,0,4,1,0,0,0,0, ,1,0,0,0
2,195.223.71.66,Italy,The Marches,27.01103785,32.6, , ,Female,20, , , ,India,36.36628999, , ,United States of America,39.68110618, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,23,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,6,9,6,2,8,6,9,0,0,6,4,3,6,1,1,6,4,5,6,1,3,6,3,6,6,1,0,5, ,7,3,4,5,2,2,4,1,5,1,7,2,5,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,8,3.333333333,7.666666667,7.666666667,6.222222222,4,6,1,6,3,6,3.571428571,4.125,3.848214286,2.571428571,2,5.857142857,8.666666667,0,4,1,0,0,0,0, ,1,0,0,0
2,68.224.107.12,United Kingdom of Great Britain and Northern Ireland, ,60.13716815, , , ,Female,29, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Poor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,6,6,3,1,1,1,3,3,6,4,3,3,3,3,4,5,5,6,3,3,3,3,5,6,3,3,6, ,5,2,2,6,6,4,4,4,2,4,1,4,1,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,7,1.333333333,6.333333333,1,2.888888889,6,2,7,4,7,4,3.428571429,5,4.214285714,3.571428571,3.428571429,4.857142857, ,0, ,0,0,0,0, , ,1,0,0,0
2,73.153.127.24,United Kingdom of Great Britain and Northern Ireland, ,60.13716815, , , ,Female,30, , , ,India,39.99624008, , ,United States of America,42.58410016, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,0,4,1,0,0,0,0, ,1,0,0,0
2,73.149.236.168,United States of America,Massachusetts,36.9668162,44.63449512, , ,Female,25, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Very good,19,20,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,7,3,5,5,5,5,3,2,4,0,2,3,1,1,2,2,2,3,3,5,2,3,3,3,3,3, ,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,7,2,7.333333333,5,4.777777778,4,4,4,4,4,4,4,4.125,4.0625,2.142857143,3.142857143,2.571428571,20,0, ,0,0,0,0, , ,1,0,0,0
2,184.60.184.26,United States of America,Mississippi,36.9668162,50.50496551, , ,Female,21, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,0, ,0,0,0,0, ,39.58495123,1,0,0,0
2,173.191.87.215,United States of America,Kentucky,36.9668162,46.53425284, , ,Female,24, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,0, ,0,0,0,0, ,70.80955103,1,0,0,0
2,24.102.146.73,United States of America,New Jersey,36.9668162,50.5049655, , ,Female,21, , , ,India, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Fair,63,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,9,6,4,1,1,1,5,3,6,6,0,3,4,6,3,5,1,4,6,0,3,5,6,4,6,0,3, ,7,6,4,4,6,6,5,6,4,5,5,7,3,6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,6,1.333333333,7,1,3.111111111,4,2,3,1,5,2,4,4.5,4.25,2.285714286,5.285714286,3.714285714,42.66666667,0, ,0,0,0,0, ,755.091575,1,0,0,0
